Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Dependants,Age,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
66373.0,1,1,328,9,124,12,24,109,2,36,False,False,True,False,False,False,True,False,False,False
82384.0,0,0,984,51,432,180,120,190,0,59,False,False,False,True,False,False,False,False,True,False
70287.0,0,0,295,35,482,121,120,40,0,48,False,False,True,False,False,True,False,False,False,False
27938.0,1,0,13,0,8,2,1,5,1,26,False,False,True,False,False,False,False,True,False,False
55954.0,0,1,447,0,28,0,0,43,1,46,False,False,False,False,True,False,True,False,False,False
75777.0,0,0,712,26,538,69,13,80,0,32,False,False,False,True,False,False,False,True,False,False
66653.0,1,1,452,18,102,16,18,6,2,39,False,False,True,False,False,False,False,False,True,False
61823.0,0,1,523,7,134,37,14,169,1,62,False,False,True,False,False,False,False,True,False,False
67680.0,0,1,546,0,48,0,6,6,1,63,False,False,False,False,True,False,False,False,False,True
70666.0,0,0,398,40,367,119,122,30,0,66,False,False,True,False,False,False,False,False,True,False
25721.0,1,0,1,3,6,3,6,15,1,43,False,False,True,False,False,False,True,False,False,False
32474.0,1,1,10,0,1,0,0,0,2,47,False,False,True,False,False,False,False,False,True,False
88194.0,0,1,688,14,309,201,24,38,1,35,True,False,False,False,False,False,False,True,False,False
69096.0,0,1,247,49,159,7,82,109,1,56,False,False,True,False,False,False,False,False,True,False
74854.0,1,2,856,59,487,58,29,73,3,44,False,False,True,False,False,False,False,False,True,False
66991.0,0,0,496,36,460,189,60,12,0,60,False,False,False,True,False,False,True,False,False,False
65031.0,0,1,258,107,291,84,37,86,1,55,False,False,True,False,False,False,True,False,False,False
60631.0,1,1,565,6,65,0,6,19,2,39,False,False,False,False,True,False,True,False,False,False
28332.0,0,0,14,10,13,4,15,9,0,62,False,False,True,False,False,False,True,False,False,False
40246.0,1,0,2,1,6,2,1,1,1,37,False,False,True,False,False,True,False,False,False,False
75251.0,0,0,721,111,925,97,18,18,0,42,False,False,False,True,False,False,True,False,False,False
75825.0,0,0,1032,105,779,137,105,51,0,38,False,False,True,False,False,False,False,True,False,False
26326.0,0,0,1,0,5,0,3,9,0,38,True,False,False,False,False,False,False,False,True,False
56046.0,0,0,577,0,64,0,0,51,0,49,False,False,True,False,False,False,False,False,True,False
29760.0,1,0,64,4,68,7,5,17,1,29,False,False,True,False,False,False,False,True,False,False
26304.0,1,0,4,1,5,2,0,4,1,45,False,False,True,False,False,False,True,False,False,False
23559.0,1,0,25,5,19,7,0,23,1,41,True,False,False,False,False,False,True,False,False,False
38620.0,0,0,112,17,44,34,22,89,0,51,False,False,False,True,False,False,False,False,True,False
81361.0,0,0,163,23,424,27,65,76,0,27,False,False,True,False,False,True,False,False,False,False
29440.0,1,1,17,8,14,10,4,3,2,54,False,False,True,False,False,False,True,False,False,False
36138.0,1,1,130,0,16,0,0,5,2,44,False,False,False,True,False,False,True,False,False,False
50388.0,0,1,292,6,37,0,3,34,1,57,False,False,True,False,False,False,False,True,False,False
79593.0,0,0,350,60,568,110,133,145,0,41,False,False,True,False,False,False,True,False,False,False
54178.0,0,1,135,9,39,4,0,7,1,47,False,False,True,False,False,False,False,False,True,False
42394.0,1,0,15,2,10,0,1,4,1,42,False,False,False,True,False,False,False,True,False,False
23626.0,1,0,27,2,14,0,0,0,1,44,False,False,False,False,True,False,True,False,False,False
30096.0,1,0,5,3,11,12,5,9,1,31,False,False,True,False,False,False,True,False,False,False
47916.0,0,1,505,0,26,0,0,75,1,54,False,False,True,False,False,False,False,False,False,True
51813.0,1,1,51,2,7,0,1,2,2,42,False,False,True,False,False,True,False,False,False,False
78497.0,0,0,207,26,447,75,0,223,0,63,True,False,False,False,False,False,True,False,False,False
50150.0,0,0,135,46,92,65,61,11,0,31,False,False,False,False,True,False,True,False,False,False
47823.0,0,1,53,1,5,2,1,10,1,54,True,False,False,False,False,False,False,True,False,False
34554.0,0,1,41,1,6,2,0,5,1,55,False,False,False,False,True,False,False,True,False,False
85693.0,0,1,386,172,183,185,132,111,1,35,False,False,True,False,False,False,False,False,True,False
65846.0,0,0,562,81,276,80,40,81,0,69,False,False,False,False,True,False,True,False,False,False
87195.0,0,0,217,76,690,50,26,38,0,55,False,False,True,False,False,False,True,False,False,False
24594.0,1,0,1,3,6,10,0,9,1,35,False,True,False,False,False,False,False,False,True,False
49096.0,1,1,144,1,32,2,1,7,2,50,False,False,True,False,False,False,True,False,False,False
52413.0,0,2,295,106,271,75,98,65,2,45,False,False,True,False,False,False,True,False,False,False
38557.0,1,0,76,3,31,4,4,27,1,36,False,False,True,False,False,False,False,True,False,False
89058.0,0,0,454,194,106,31,22,43,0,54,False,False,False,True,False,False,True,False,False,False
77298.0,0,1,425,115,292,23,35,79,1,35,False,False,True,False,False,False,False,False,True,False
68126.0,0,0,1332,17,311,23,51,86,0,23,False,False,False,False,True,False,False,True,False,False
57288.0,0,1,527,0,21,0,0,60,1,51,False,False,False,True,False,False,False,False,True,False
86037.0,0,0,490,44,125,29,20,22,0,23,False,False,True,False,False,False,False,True,False,False
43974.0,1,0,378,0,101,0,0,72,1,34,False,False,False,False,True,False,True,False,False,False
50785.0,1,1,64,1,21,0,1,27,2,52,False,False,True,False,False,False,False,True,False,False
90765.0,0,0,547,99,812,151,82,33,0,44,False,False,True,False,False,False,True,False,False,False
36550.0,1,0,47,90,94,123,103,120,1,36,True,False,False,False,False,False,True,False,False,False
30753.0,1,1,12,5,25,0,9,30,2,47,True,False,False,False,False,False,False,False,True,False
21918.0,1,0,1,6,7,11,5,3,1,45,False,False,True,False,False,False,False,False,True,False
56129.0,0,1,320,48,133,39,72,48,1,61,False,False,False,True,False,False,False,False,True,False
32557.0,1,0,34,3,29,0,4,10,1,47,False,False,False,True,False,False,False,True,False,False
19510.0,2,0,9,0,7,3,4,7,2,29,False,False,False,True,False,False,True,False,False,False
30992.0,1,0,17,0,14,7,3,2,1,38,False,False,True,False,False,True,False,False,False,False
101970.0,0,0,722,27,102,44,72,168,0,31,False,False,True,False,False,False,False,True,False,False
71488.0,0,0,162,33,124,40,28,172,0,49,True,False,False,False,False,False,False,False,True,False
79607.0,0,0,450,133,951,173,0,216,0,30,False,False,True,False,False,False,False,True,False,False
54348.0,1,1,70,0,16,0,0,4,2,61,False,False,False,True,False,False,True,False,False,False
77376.0,1,1,492,19,110,16,12,12,2,58,False,False,False,False,True,False,False,False,True,False
62998.0,0,1,120,58,73,65,89,58,1,62,False,False,True,False,False,False,True,False,False,False
73448.0,0,0,236,106,189,23,41,130,0,45,False,False,True,False,False,False,True,False,False,False
41551.0,1,1,220,0,33,3,0,23,2,50,False,False,False,False,True,False,True,False,False,False
62981.0,0,0,796,14,590,38,44,0,0,47,False,False,False,False,True,False,False,False,True,False
9548.0,1,0,0,1,3,10,6,9,1,38,False,True,False,False,False,True,False,False,False,False
33762.0,2,1,53,1,34,2,0,16,3,55,False,False,False,False,True,False,True,False,False,False
36921.0,1,1,17,1,12,3,1,4,2,49,False,False,False,False,True,True,False,False,False,False
92859.0,0,0,962,61,921,52,61,20,0,22,False,False,False,True,False,False,False,True,False,False
65104.0,0,1,738,0,232,13,20,50,1,38,False,False,False,True,False,False,False,False,True,False
86111.0,0,0,399,28,756,36,40,126,0,52,False,False,True,False,False,False,True,False,False,False
68352.0,0,1,614,16,132,43,33,33,1,40,False,False,False,False,True,False,False,True,False,False
41883.0,1,0,32,34,41,73,16,116,1,26,False,False,True,False,False,False,False,False,True,False
59809.0,0,2,598,16,141,32,41,49,2,38,False,False,True,False,False,False,True,False,False,False
23957.0,1,0,2,1,18,20,11,16,1,39,False,False,True,False,False,False,True,False,False,False
38547.0,1,0,6,1,10,0,1,4,1,33,False,False,True,False,False,False,False,False,True,False
35688.0,2,1,73,3,90,12,1,32,3,41,True,False,False,False,False,False,True,False,False,False
49605.0,0,0,42,16,29,12,20,8,0,48,False,False,False,True,False,False,True,False,False,False
59354.0,0,2,295,21,78,39,13,13,2,61,False,False,False,True,False,False,True,False,False,False
65747.0,0,1,346,17,48,23,13,13,1,45,False,False,True,False,False,False,True,False,False,False
46344.0,0,1,233,20,57,8,20,91,1,42,True,False,False,False,False,False,False,False,True,False
61010.0,0,1,888,0,57,0,0,76,1,62,False,False,False,False,True,False,False,False,True,False
69372.0,0,0,997,26,269,34,13,42,0,65,False,False,True,False,False,False,False,False,True,False
49967.0,0,1,212,6,69,4,12,3,1,56,False,False,True,False,False,False,False,True,False,False
60199.0,1,2,8,1,7,2,0,0,3,36,False,False,True,False,False,False,False,True,False,False
55375.0,0,1,42,11,57,10,28,14,1,37,False,False,True,False,False,False,False,False,True,False
80317.0,0,0,536,11,387,149,91,57,0,59,False,False,True,False,False,False,False,True,False,False
30523.0,2,1,5,0,3,0,0,5,3,56,False,False,False,True,False,False,False,True,False,False
70356.0,0,0,1349,16,249,43,16,33,0,69,False,False,False,False,True,False,True,False,False,False
23228.0,1,0,53,3,49,7,4,5,1,30,False,False,True,False,False,False,True,False,False,False
74165.0,0,0,1001,12,240,16,12,12,0,39,False,False,False,False,True,True,False,False,False,False
157243.0,0,1,20,2,1582,1,2,1,1,41,False,False,False,False,True,False,True,False,False,False
43482.0,2,1,18,1,32,6,3,28,3,48,False,False,True,False,False,False,False,False,True,False
62551.0,0,0,125,16,98,134,21,27,0,61,False,False,True,False,False,True,False,False,False,False
52332.0,0,0,212,5,33,7,0,2,0,55,False,False,True,False,False,True,False,False,False,False
66951.0,0,0,277,162,305,173,76,124,0,26,False,False,True,False,False,False,False,True,False,False
26091.0,1,1,15,10,19,8,17,20,2,57,False,False,True,False,False,False,False,False,True,False
33456.0,1,1,7,3,10,8,1,7,2,49,False,False,True,False,False,False,False,False,True,False
28718.0,1,0,12,4,6,11,8,16,1,32,False,False,True,False,False,False,True,False,False,False
50447.0,2,0,85,7,24,2,3,27,2,44,False,False,True,False,False,False,True,False,False,False
53537.0,1,1,81,0,6,0,0,6,2,55,False,False,False,False,True,False,False,False,True,False
52074.0,0,1,59,0,12,0,0,48,1,47,False,False,True,False,False,False,False,True,False,False
80427.0,0,1,1149,71,449,69,71,26,1,39,False,False,False,False,True,False,True,False,False,False
83837.0,0,0,847,66,119,86,89,111,0,66,False,False,False,False,True,False,True,False,False,False
38853.0,1,1,29,0,14,0,0,2,2,44,False,False,False,False,True,False,True,False,False,False
38285.0,2,1,2,0,5,2,0,1,3,55,False,False,True,False,False,False,False,False,True,False
78497.0,0,0,207,26,447,75,0,223,0,63,True,False,False,False,False,False,True,False,False,False
51650.0,0,1,152,3,22,2,5,7,1,38,False,False,False,False,True,False,True,False,False,False
16248.0,1,0,12,11,10,3,12,9,1,26,True,False,False,False,False,False,True,False,False,False
66835.0,0,0,620,26,195,34,17,141,0,68,False,False,False,True,False,False,True,False,False,False
30477.0,1,0,47,1,6,0,0,12,1,30,False,False,False,True,False,False,True,False,False,False
28249.0,0,0,1,9,7,2,14,10,0,53,False,True,False,False,False,False,True,False,False,False
25271.0,1,0,10,1,18,10,4,7,1,31,False,False,True,False,False,False,True,False,False,False
32303.0,0,1,35,0,2,0,0,2,1,44,False,False,False,False,True,False,False,True,False,False
61286.0,0,1,356,0,107,19,9,117,1,48,False,False,True,False,False,False,True,False,False,False
74068.0,0,0,783,30,537,140,76,15,0,38,False,False,True,False,False,False,True,False,False,False
45759.0,1,1,42,1,18,3,0,4,2,50,False,False,False,False,True,False,True,False,False,False
24882.0,1,0,1,4,10,29,0,36,1,36,False,True,False,False,False,False,False,False,True,False
66973.0,0,0,466,22,432,147,113,102,0,25,False,False,False,False,True,False,False,False,True,False
38872.0,1,0,23,3,21,3,19,22,1,26,False,False,True,False,False,False,True,False,False,False
51148.0,1,1,235,6,45,8,9,12,2,41,False,False,True,False,False,False,True,False,False,False
31353.0,1,1,10,0,10,3,1,7,2,37,False,False,True,False,False,False,True,False,False,False
69661.0,0,0,656,16,106,32,16,8,0,34,False,False,False,True,False,False,True,False,False,False
80067.0,0,0,519,17,813,27,173,51,0,60,False,False,True,False,False,False,True,False,False,False
86718.0,0,0,344,189,482,50,33,172,0,60,False,False,True,False,False,False,True,False,False,False
46854.0,1,1,96,1,79,7,1,79,2,41,False,False,False,False,True,False,False,True,False,False
69142.0,0,1,448,4,34,6,4,39,1,62,False,False,True,False,False,True,False,False,False,False
75922.0,0,0,265,138,553,224,23,92,0,46,False,False,True,False,False,False,False,True,False,False
63693.0,0,1,587,43,337,42,87,54,1,36,False,False,True,False,False,True,False,False,False,False
102160.0,0,0,763,29,138,76,176,58,0,37,False,False,False,False,True,False,False,False,True,False
40637.0,1,1,22,0,13,0,0,3,2,49,False,False,False,False,True,False,False,True,False,False
18890.0,0,0,6,4,1,7,2,15,0,30,False,False,False,True,False,False,False,True,False,False
29604.0,1,0,7,6,13,7,6,14,1,26,False,False,True,False,False,False,False,False,True,False
48721.0,1,1,81,18,113,47,13,21,2,51,False,False,False,True,False,True,False,False,False,False
44794.0,0,1,54,0,7,0,0,4,1,48,False,False,True,False,False,False,True,False,False,False
64497.0,0,1,1170,48,320,42,32,192,1,60,False,False,True,False,False,True,False,False,False,False
46097.0,0,1,72,24,68,65,4,8,1,58,False,False,True,False,False,False,False,False,True,False
77972.0,0,0,613,22,319,33,102,12,0,60,False,False,True,False,False,False,False,False,True,False
44377.0,1,1,224,0,30,0,0,10,2,46,False,False,False,False,True,False,True,False,False,False
46014.0,1,1,410,0,59,19,9,44,2,40,False,False,False,True,False,False,False,False,True,False
70951.0,0,0,239,10,554,254,87,54,0,29,False,False,True,False,False,False,True,False,False,False
41443.0,1,0,171,7,171,25,19,89,1,37,False,False,True,False,False,False,True,False,False,False
52195.0,2,1,12,0,4,0,0,1,3,36,True,False,False,False,False,False,False,True,False,False
83790.0,0,0,1076,16,417,42,48,16,0,66,False,False,False,True,False,False,True,False,False,False
44551.0,0,1,182,4,33,0,0,66,1,60,False,False,False,True,False,False,False,False,False,True
69508.0,1,0,824,32,162,42,32,43,1,34,False,False,True,False,False,False,False,False,True,False
45204.0,1,0,30,11,25,29,1,18,1,26,True,False,False,False,False,False,False,False,True,False
72460.0,0,0,377,10,540,80,30,10,0,45,False,False,True,False,False,False,True,False,False,False
77622.0,0,2,520,7,154,19,0,14,2,44,False,False,False,False,True,False,False,False,True,False
30732.0,1,0,155,1,25,0,1,3,1,34,False,False,False,False,True,False,True,False,False,False
63887.0,0,1,897,23,207,15,11,92,1,52,False,False,True,False,False,True,False,False,False,False
42011.0,1,0,131,0,16,2,1,39,1,36,False,False,True,False,False,False,False,False,True,False
51369.0,0,1,297,7,79,0,11,182,1,38,False,False,True,False,False,False,False,False,True,False
51537.0,0,1,787,20,204,0,0,92,1,62,False,False,True,False,False,True,False,False,False,False
79930.0,0,0,792,86,740,67,51,17,0,42,False,False,False,False,True,False,True,False,False,False
34320.0,1,0,4,1,9,3,0,0,1,28,False,False,False,False,True,False,False,False,True,False
37070.0,1,1,231,7,137,4,15,39,2,48,False,False,True,False,False,False,False,True,False,False
81975.0,0,1,983,76,184,180,138,27,1,52,True,False,False,False,False,True,False,False,False,False
38590.0,1,0,3,1,8,4,3,3,1,43,False,False,True,False,False,False,False,False,True,False
15033.0,0,0,0,4,5,6,0,4,0,63,False,False,True,False,False,False,False,True,False,False
62745.0,0,1,562,21,464,28,10,32,1,49,False,False,False,False,True,False,True,False,False,False
22212.0,1,0,5,9,20,6,8,21,1,39,True,False,False,False,False,False,True,False,False,False
23661.0,1,0,18,0,4,0,0,1,1,32,False,False,False,True,False,False,False,False,True,False
79761.0,0,1,415,5,124,15,35,11,1,56,False,False,False,False,True,False,False,True,False,False
7500.0,1,0,5,3,10,12,7,20,1,41,False,False,True,False,False,False,False,True,False,False
73455.0,0,0,901,61,757,186,163,20,0,46,False,False,True,False,False,False,False,False,False,True
64961.0,0,1,382,114,276,75,124,38,1,56,False,False,True,False,False,False,False,False,True,False
22804.0,1,0,14,1,7,2,1,1,1,43,False,False,True,False,False,False,False,True,False,False
73687.0,0,0,559,153,503,218,13,181,0,24,False,False,True,False,False,False,True,False,False,False
61074.0,0,1,789,0,133,0,28,152,1,56,False,False,True,False,False,False,True,False,False,False
31686.0,1,1,11,0,5,0,0,1,2,50,False,False,False,False,True,False,True,False,False,False
80134.0,1,0,1218,16,272,104,0,80,1,42,False,False,True,False,False,False,True,False,False,False
75027.0,0,1,925,64,179,133,12,77,1,61,False,False,True,False,False,False,True,False,False,False
67546.0,0,0,864,134,768,150,38,172,0,26,False,False,False,False,True,False,True,False,False,False
65176.0,0,1,960,28,183,220,70,70,1,45,False,False,False,True,False,False,False,False,True,False
31160.0,1,0,16,3,25,6,1,13,1,39,False,False,False,True,False,False,False,True,False,False
29938.0,1,0,3,3,7,0,2,11,1,29,False,False,True,False,False,False,False,True,False,False
102692.0,0,0,168,148,444,32,172,148,0,40,False,False,True,False,False,True,False,False,False,False
26490.0,0,0,45,47,52,21,20,25,0,56,True,False,False,False,False,False,False,False,True,False
75702.0,1,1,650,28,353,45,42,30,2,47,False,False,True,False,False,False,False,False,True,False
30899.0,1,0,24,0,8,0,0,1,1,40,False,False,False,False,True,False,False,True,False,False
63342.0,0,1,918,21,118,13,10,21,1,53,False,False,False,False,True,False,False,False,True,False
45989.0,0,1,138,33,87,28,24,12,1,50,False,False,True,False,False,False,False,True,False,False
18701.0,1,1,12,4,2,10,6,10,2,50,False,False,True,False,False,False,False,True,False,False
40737.0,2,1,11,0,4,0,0,2,3,57,False,False,False,False,True,False,False,True,False,False
15287.0,1,0,1,2,8,4,3,13,1,35,False,False,True,False,False,True,False,False,False,False
69674.0,0,2,554,41,215,11,0,24,2,46,False,False,False,False,True,True,False,False,False,False
44159.0,1,0,167,2,62,24,13,7,1,44,False,False,False,True,False,False,True,False,False,False
37717.0,1,0,9,0,6,4,1,5,1,36,False,False,False,False,True,False,True,False,False,False
43776.0,1,1,177,2,71,3,2,20,2,62,False,False,False,True,False,False,False,False,True,False
38179.0,1,1,38,4,22,4,2,20,2,48,False,False,False,True,False,False,True,False,False,False
80124.0,0,0,483,84,398,205,84,241,0,51,False,False,True,False,False,False,True,False,False,False
38097.0,1,1,77,2,35,0,1,69,2,44,False,False,False,False,True,False,True,False,False,False
72940.0,0,0,182,74,298,162,149,116,0,44,False,False,True,False,False,False,True,False,False,False
22070.0,1,0,10,7,19,8,2,21,1,44,False,False,True,False,False,False,False,False,True,False
69267.0,0,0,778,44,499,95,73,146,0,61,False,False,True,False,False,False,False,True,False,False
31788.0,1,0,16,7,23,0,8,6,1,31,False,False,False,True,False,False,False,True,False,False
61905.0,0,1,167,0,43,6,2,13,1,39,False,False,False,False,True,False,False,False,True,False
29315.0,1,1,13,2,14,8,7,4,2,54,False,False,True,False,False,False,True,False,False,False
33378.0,1,1,33,6,40,3,7,10,2,51,False,False,True,False,False,True,False,False,False,False
66313.0,0,1,625,7,99,10,22,7,1,51,False,False,False,False,True,False,False,False,True,False
60714.0,0,0,216,162,224,101,92,162,0,58,False,False,True,False,False,False,False,True,False,False
77882.0,0,0,68,129,396,188,22,15,0,33,False,False,False,True,False,False,False,False,True,False
69867.0,0,0,196,0,512,33,130,54,0,28,False,False,False,False,True,False,False,True,False,False
63841.0,0,1,635,15,100,20,7,131,1,46,False,False,False,True,False,True,False,False,False,False
24480.0,1,0,4,19,9,28,25,17,1,33,False,True,False,False,False,False,True,False,False,False
51369.0,0,1,297,7,79,0,11,182,1,38,False,False,True,False,False,False,False,False,True,False
37760.0,0,0,84,5,38,150,12,28,0,68,False,False,True,False,False,False,False,False,True,False
65640.0,0,1,204,7,149,20,15,66,1,40,False,False,False,False,True,False,False,False,True,False
44319.0,1,1,26,0,8,0,0,3,2,39,False,False,False,True,False,False,True,False,False,False
30631.0,1,0,15,6,20,4,5,20,1,40,False,False,True,False,False,False,True,False,False,False
75278.0,0,0,304,98,230,150,74,74,0,62,False,False,True,False,False,False,False,False,True,False
50898.0,1,1,285,28,242,55,114,135,2,58,False,False,False,True,False,False,False,False,True,False
79946.0,0,0,395,183,565,166,141,28,0,48,False,False,True,False,False,False,False,False,False,True
35416.0,0,0,248,3,81,4,3,51,0,65,False,False,False,True,False,True,False,False,False,False
32414.0,0,0,20,6,5,0,9,12,0,30,True,False,False,False,False,False,False,False,True,False
38361.0,1,0,39,0,56,20,8,14,1,45,False,False,True,False,False,False,False,False,True,False
82497.0,0,0,777,129,573,216,21,203,0,34,False,False,True,False,False,False,True,False,False,False
16626.0,2,0,8,3,22,21,1,13,2,43,False,False,True,False,False,False,False,False,True,False
29672.0,1,1,9,1,3,0,4,8,2,49,False,False,True,False,False,False,False,False,True,False
55951.0,0,1,1241,0,80,0,13,40,1,62,False,False,False,True,False,False,False,False,True,False
35388.0,1,0,6,4,7,4,3,8,1,26,True,False,False,False,False,True,False,False,False,False
42386.0,1,0,65,4,16,0,4,11,1,28,False,False,False,True,False,False,False,False,True,False
68627.0,0,0,395,15,263,60,54,38,0,32,False,False,True,False,False,False,False,True,False,False
57912.0,0,1,801,0,80,0,0,35,1,49,False,False,False,False,True,True,False,False,False,False
35246.0,1,1,36,0,12,2,2,10,2,56,False,False,True,False,False,True,False,False,False,False
58821.0,0,1,513,14,154,19,0,28,1,58,True,False,False,False,False,False,False,False,True,False
46377.0,1,0,37,0,46,4,3,0,1,36,False,False,False,False,True,False,True,False,False,False
39747.0,1,0,80,15,93,20,13,52,1,26,False,False,True,False,False,False,False,True,False,False
23976.0,1,0,14,1,21,2,3,25,1,30,False,False,True,False,False,False,False,False,True,False
80950.0,0,0,525,147,112,219,147,63,0,53,False,False,False,True,False,False,True,False,False,False
27038.0,0,0,1,26,25,17,23,15,0,48,False,False,True,False,False,False,False,False,False,True
77457.0,0,0,675,11,400,15,45,11,0,67,False,False,True,False,False,False,False,True,False,False
64100.0,0,1,509,0,27,0,0,10,1,50,False,False,False,True,False,False,True,False,False,False
42670.0,0,0,154,2,46,20,4,15,0,22,False,False,False,True,False,False,False,False,True,False
12571.0,1,0,3,5,14,2,12,17,1,38,False,False,True,False,False,True,False,False,False,False
22574.0,2,1,25,0,8,2,0,2,3,47,False,False,True,False,False,False,True,False,False,False
70893.0,0,0,768,44,561,77,44,14,0,38,False,False,False,True,False,False,False,True,False,False
54198.0,1,1,185,0,28,3,2,17,2,48,False,False,True,False,False,False,True,False,False,False
28839.0,1,1,24,0,7,0,0,1,2,58,False,False,False,True,False,False,False,False,True,False
40321.0,1,1,44,4,21,6,0,27,2,42,False,False,True,False,False,False,True,False,False,False
66503.0,1,0,91,64,128,65,3,50,1,29,False,False,True,False,False,False,False,True,False,False
30833.0,1,1,11,0,7,3,1,6,2,63,False,False,True,False,False,False,True,False,False,False
64795.0,0,1,412,5,119,38,29,77,1,43,False,False,True,False,False,False,True,False,False,False
